Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Format,Category,Type
SM Katich (AUS),2005-2006,3,2,0,69.0,39,34.5,47,146.8,0,0,0,8,2,T20,Batting,Batting
TB Sole (SCOT),2019-2019,9,6,2,69.0,33*,17.25,43,160.46,0,0,0,9,1,T20,Batting,Batting
J Umanath (Mex),2019-2019,7,7,1,69.0,25,11.5,77,89.61,0,0,1,7,2,T20,Batting,Batting
R Ankad (Mex),2019-2019,8,7,3,68.0,40*,17.0,72,94.44,0,0,2,7,0,T20,Batting,Batting
AG Cremer (ZIM),2008-2018,29,19,6,68.0,17,5.23,102,66.66,0,0,2,2,0,T20,Batting,Batting
Dawlat Zadran (AFG),2012-2019,34,17,8,68.0,13,7.55,42,161.9,0,0,3,4,6,T20,Batting,Batting
TM Dowlin (WI),2009-2010,2,2,1,68.0,37*,68.0,69,98.55,0,0,0,8,0,T20,Batting,Batting
R Escobar (Arg),2019-2019,5,4,1,68.0,28*,22.66,76,89.47,0,0,0,6,1,T20,Batting,Batting
AR Patel (INDIA),2015-2018,11,7,3,68.0,20*,17.0,54,125.92,0,0,0,3,3,T20,Batting,Batting
Sikander Zulfiqar (NL),2016-2019,11,8,1,68.0,18,9.71,68,100.0,0,0,0,5,0,T20,Batting,Batting
JNT Vare (PNG),2015-2017,8,7,0,68.0,38,9.71,71,95.77,0,0,0,4,0,T20,Batting,Batting
C Viljoen (NAM),2019-2019,12,7,3,68.0,33,17.0,70,97.14,0,0,0,7,1,T20,Batting,Batting
Waqas Khan (HKG),2014-2017,8,7,3,68.0,33*,17.0,89,76.4,0,0,1,3,2,T20,Batting,Batting
Hilal Ahmad (CZK-R),2019-2019,7,7,2,67.0,30,13.4,59,113.55,0,0,0,6,1,T20,Batting,Batting
AJ Michael (Samoa),2019-2019,4,4,1,67.0,23,22.33,69,97.1,0,0,0,5,2,T20,Batting,Batting
Zawar Farid (UAE),2019-2019,4,4,0,67.0,55,16.75,53,126.41,0,1,0,5,3,T20,Batting,Batting
Abraash Khan (CAN),2019-2019,7,4,0,66.0,22,16.5,60,110.0,0,0,0,7,1,T20,Batting,Batting
PHKD Mendis (SL),2018-2019,4,4,0,66.0,41,16.5,46,143.47,0,0,1,6,3,T20,Batting,Batting
Waheed Ahmed (UAE),2019-2019,10,9,4,66.0,19,13.2,80,82.5,0,0,0,6,2,T20,Batting,Batting
J Bulele (Moz),2019-2019,7,7,0,65.0,24,9.28,95,68.42,0,0,1,8,0,T20,Batting,Batting
SC Kuggeleijn (NZ),2019-2019,9,5,3,65.0,35*,32.5,30,216.66,0,0,1,4,6,T20,Batting,Batting
H Lakov (),2019-2019,3,3,0,65.0,28,21.66,62,104.83,0,0,0,5,0,T20,Batting,Batting
Shoaib Khan jnr (PAK),2008-2008,4,4,0,65.0,50,16.25,74,87.83,0,1,1,7,0,T20,Batting,Batting
FA Allen (WI),2018-2019,11,9,2,64.0,27,9.14,56,114.28,0,0,2,5,3,T20,Batting,Batting
Anique Uddin (DEN),2019-2019,6,6,0,64.0,31,10.66,79,81.01,0,0,0,3,0,T20,Batting,Batting
Ansar Iqbal (NOR),2019-2019,4,4,0,64.0,40,16.0,72,88.88,0,0,0,6,1,T20,Batting,Batting
B Arora (MALTA),2019-2019,4,4,0,64.0,28,16.0,64,100.0,0,0,0,5,3,T20,Batting,Batting
K Birkenstock (NAM),2019-2019,4,2,0,64.0,59,32.0,33,193.93,0,1,0,7,4,T20,Batting,Batting
S Dube (INDIA),2019-2019,6,4,2,64.0,54,32.0,42,152.38,0,1,0,3,4,T20,Batting,Batting
RM Haq (SCOT),2007-2013,21,12,7,64.0,21*,12.8,96,66.66,0,0,1,2,1,T20,Batting,Batting
DP Hyatt (WI),2011-2012,5,5,1,64.0,28,16.0,54,118.51,0,0,0,4,4,T20,Batting,Batting
G Manan (ROM),2019-2019,3,3,0,64.0,29,21.33,52,123.07,0,0,0,11,1,T20,Batting,Batting
A Natubhai Ahir (PNM),2019-2019,3,3,0,64.0,30,21.33,59,108.47,0,0,0,10,1,T20,Batting,Batting
WB Rankin (ENG/IRE),2009-2019,48,15,8,64.0,16*,9.14,74,86.48,0,0,2,3,3,T20,Batting,Batting
DJ Reekers (NL),2008-2009,6,5,0,64.0,29,12.8,49,130.61,0,0,1,10,2,T20,Batting,Batting
Sadeeq Khan (ROM),2019-2019,3,3,1,64.0,28,32.0,42,152.38,0,0,0,3,6,T20,Batting,Batting
Usman Waheed (KUW),2019-2019,6,4,1,64.0,28*,21.33,61,104.91,0,0,1,6,1,T20,Batting,Batting
V Balakrishnan (Botsw),2019-2019,3,3,1,63.0,29*,31.5,82,76.82,0,0,0,6,1,T20,Batting,Batting
LJ Barker (GUE),2019-2019,9,8,0,63.0,20,7.87,69,91.3,0,0,3,8,0,T20,Batting,Batting
Imran Ismail (Moz),2019-2019,7,7,0,63.0,17,9.0,58,108.62,0,0,0,7,3,T20,Batting,Batting
Kuldeep Lal (ESP),2019-2019,8,3,0,63.0,38,21.0,41,153.65,0,0,0,3,2,T20,Batting,Batting
AN Cook (ENG),2007-2009,4,4,0,61.0,26,15.25,54,112.96,0,0,0,10,0,T20,Batting,Batting
OD Hald (DEN),2019-2019,9,8,1,61.0,18,8.71,57,107.01,0,0,1,4,2,T20,Batting,Batting
Hasan Ali (PAK),2016-2019,30,10,5,61.0,23,12.2,35,174.28,0,0,2,3,5,T20,Batting,Batting
PD McGlashan (NZ),2006-2010,11,9,1,61.0,26,7.62,64,95.31,0,0,0,6,2,T20,Batting,Batting
R Nehonde (Botsw),2019-2019,7,7,1,61.0,26,10.16,79,77.21,0,0,1,3,1,T20,Batting,Batting
NM Odhiambo (KENYA),2010-2019,16,8,2,61.0,26,10.16,94,64.89,0,0,2,4,1,T20,Batting,Batting
A Sathya (Mex),2019-2019,3,3,0,61.0,30,20.33,61,100.0,0,0,0,3,2,T20,Batting,Batting
PH Shamdasani (Peru),2019-2019,4,4,1,61.0,37,20.33,72,84.72,0,0,0,3,1,T20,Batting,Batting
AJ Tye (AUS),2016-2018,26,11,5,61.0,20,10.16,55,110.9,0,0,2,4,3,T20,Batting,Batting
DE Budge (SCOT),2018-2018,6,4,2,60.0,24,30.0,59,101.69,0,0,0,2,3,T20,Batting,Batting
JWM Dalrymple (ENG),2006-2007,3,3,0,60.0,32,20.0,57,105.26,0,0,0,6,0,T20,Batting,Batting
LM Jongwe (ZIM),2015-2016,8,7,0,60.0,34,8.57,65,92.3,0,0,2,4,1,T20,Batting,Batting
J Kila (PNG),2019-2019,12,5,3,60.0,27*,30.0,31,193.54,0,0,0,4,5,T20,Batting,Batting
Mohammad Adnan (Saudi),2019-2019,5,3,3,60.0,38*,0.0,31,193.54,0,0,0,4,5,T20,Batting,Batting
Mominul Haque (BDESH),2012-2014,6,4,1,60.0,26*,20.0,50,120.0,0,0,0,5,2,T20,Batting,Batting
P Mustard (ENG),2008-2008,2,2,0,60.0,40,30.0,37,162.16,0,0,0,5,4,T20,Batting,Batting
Zameer Khan (DEN),2019-2019,2,2,1,60.0,33,60.0,61,98.36,0,0,0,4,0,T20,Batting,Batting
Zeeshan Siddiqui (OMAN),2015-2015,5,5,1,60.0,33*,15.0,63,95.23,0,0,0,7,0,T20,Batting,Batting
Ariful Haque (BDESH),2018-2018,9,8,4,59.0,18*,14.75,61,96.72,0,0,1,4,0,T20,Batting,Batting
DR Flynn (NZ),2008-2012,5,5,0,59.0,23,11.8,51,115.68,0,0,0,1,4,T20,Batting,Batting
Hayatullah Niazi (NOR),2019-2019,4,4,1,59.0,27,19.66,47,125.53,0,0,0,3,3,T20,Batting,Batting
Mohammad Amir (PAK),2009-2019,48,14,6,59.0,21*,7.37,72,81.94,0,0,2,2,3,T20,Batting,Batting
Muhammad Saleem (),2019-2019,4,4,0,59.0,52,14.75,54,109.25,0,1,0,5,1,T20,Batting,Batting
AK Perera (SL),2013-2019,6,5,0,59.0,16,11.8,65,90.76,0,0,0,5,1,T20,Batting,Batting
IS Sodhi (NZ),2014-2019,40,7,3,59.0,15,14.75,56,105.35,0,0,1,4,3,T20,Batting,Batting
Aamer Ikram (PORT),2019-2019,4,4,0,58.0,23,14.5,73,79.45,0,0,0,4,4,T20,Batting,Batting
Abu Hider (BDESH),2016-2018,13,5,4,58.0,22*,58.0,43,134.88,0,0,0,5,4,T20,Batting,Batting
D Heyliger (CAN),2019-2019,11,7,5,58.0,23*,29.0,42,138.09,0,0,1,2,3,T20,Batting,Batting
JJ Huo (Moz),2019-2019,7,7,0,58.0,18,8.28,61,95.08,0,0,1,7,2,T20,Batting,Batting
DF Jacobs (THAI),2019-2019,4,4,0,58.0,20,14.5,82,70.73,0,0,0,7,0,T20,Batting,Batting
K Mendon (CZK-R),2019-2019,6,4,4,58.0,39*,0.0,51,113.72,0,0,0,5,2,T20,Batting,Batting
Mohamed Azzam (Mald),2019-2019,7,6,2,58.0,17*,14.5,61,95.08,0,0,1,6,0,T20,Batting,Batting
Shaheryar Butt (Belg),2019-2019,3,3,1,58.0,30*,29.0,55,105.45,0,0,0,3,4,T20,Batting,Batting
CJO Smith (SCOT),2007-2009,8,6,1,58.0,46*,11.6,54,107.4,0,0,3,6,0,T20,Batting,Batting
Alok Kapali (BDESH),2007-2011,7,7,2,57.0,19,11.4,85,67.05,0,0,2,3,1,T20,Batting,Batting
Fayyaz Butt (OMAN),2019-2019,14,6,4,57.0,25*,28.5,48,118.75,0,0,0,4,2,T20,Batting,Batting
C Jonker (SA),2018-2018,2,2,0,57.0,49,28.5,29,196.55,0,0,0,5,3,T20,Batting,Batting
A Makesh (KUW),2019-2019,4,2,1,57.0,57,57.0,41,139.02,0,1,0,3,4,T20,Batting,Batting
GP Meade (ITA),2019-2019,8,5,0,57.0,18,11.4,63,90.47,0,0,0,4,1,T20,Batting,Batting
A Sarma (GER),2019-2019,3,3,0,57.0,28,19.0,67,85.07,0,0,0,3,1,T20,Batting,Batting
P Sarraf (NEPAL),2019-2019,9,8,1,57.0,18,8.14,84,67.85,0,0,3,9,0,T20,Batting,Batting
Sohag Gazi (BDESH),2012-2015,10,7,3,57.0,24,14.25,59,96.61,0,0,0,3,1,T20,Batting,Batting
AJ Turner (AUS),2017-2019,11,7,3,57.0,22*,14.25,57,100.0,0,0,1,1,2,T20,Batting,Batting
Amjad Sher (Fin),2019-2019,5,5,0,56.0,24,11.2,36,155.55,0,0,0,1,4,T20,Batting,Batting
T Banton (ENG),2019-2019,3,3,0,56.0,31,18.66,34,164.7,0,0,0,6,3,T20,Batting,Batting
JM How (NZ),2007-2008,5,5,0,56.0,31,11.2,67,83.58,0,0,0,5,1,T20,Batting,Batting
EB Knowles (CZK-R),2019-2019,7,6,2,56.0,19,14.0,54,103.7,0,0,1,7,1,T20,Batting,Batting
P Manning (Caym),2019-2019,6,6,1,56.0,28,11.2,89,62.92,0,0,1,4,0,T20,Batting,Batting
MJ Ross (ITA),2019-2019,8,5,1,56.0,34,14.0,42,133.33,0,0,0,2,3,T20,Batting,Batting
SMSM Senanayake (SL),2012-2016,24,12,6,56.0,17,9.33,66,84.84,0,0,2,3,1,T20,Batting,Batting
D Ajekun (NGA),2019-2019,6,6,0,55.0,17,9.16,81,67.9,0,0,0,6,1,T20,Batting,Batting
MNM Aslam (KUW),2019-2019,6,4,0,55.0,26,13.75,59,93.22,0,0,1,4,1,T20,Batting,Batting
C Carter (HKG),2015-2017,10,5,1,55.0,17,13.75,63,87.3,0,0,0,3,0,T20,Batting,Batting
N Deonarine (WI),2010-2013,8,7,2,55.0,36*,11.0,53,103.77,0,0,3,5,0,T20,Batting,Batting
PWH de Silva (SL),2019-2019,8,7,3,55.0,14*,13.75,50,110.0,0,0,0,3,0,T20,Batting,Batting
GB Hogg (AUS),2006-2014,15,4,0,55.0,41,13.75,39,141.02,0,0,0,3,3,T20,Batting,Batting
KM Jarvis (ZIM),2011-2019,22,12,5,55.0,27,7.85,64,85.93,0,0,4,1,4,T20,Batting,Batting
Mirza Ahsan (Aut),2019-2019,5,3,2,55.0,51*,55.0,18,305.55,0,1,0,2,7,T20,Batting,Batting
OE Newey (GUE),2019-2019,7,6,1,55.0,23*,11.0,66,83.33,0,0,1,2,0,T20,Batting,Batting
R Satheesan (ROM),2019-2019,4,3,1,55.0,23,27.5,42,130.95,0,0,0,3,4,T20,Batting,Batting
HS Baidwan (CAN),2008-2013,17,11,2,54.0,21,6.0,52,103.84,0,0,4,4,1,T20,Batting,Batting
JW Chilia (VAN),2019-2019,14,7,4,54.0,23,18.0,54,100.0,0,0,0,3,3,T20,Batting,Batting
M Dixit (LUX),2019-2019,3,2,0,54.0,38,27.0,59,91.52,0,0,0,6,2,T20,Batting,Batting
GD Drummond (SCOT),2008-2013,17,7,0,54.0,35,7.71,65,83.07,0,0,2,3,0,T20,Batting,Batting
JSE Dunford (JER),2019-2019,17,9,3,54.0,29,9.0,67,80.59,0,0,3,2,0,T20,Batting,Batting
MSS Mandy (Chile),2019-2019,4,4,0,54.0,32,13.5,67,80.59,0,0,0,8,0,T20,Batting,Batting
SMA Priyanjan (SL),2017-2017,3,3,2,54.0,40*,54.0,62,87.09,0,0,0,1,2,T20,Batting,Batting
BA King (WI),2019-2019,6,5,0,53.0,31,10.6,50,106.0,0,0,0,6,1,T20,Batting,Batting
Usman Limbada (CAN),2010-2013,7,3,2,53.0,21*,53.0,41,129.26,0,0,0,6,0,T20,Batting,Batting
MRJ Watt (SCOT),2015-2019,35,11,6,53.0,14*,10.6,40,132.5,0,0,1,6,1,T20,Batting,Batting
TS Bharaj (DEN),2019-2019,9,8,0,52.0,19,6.5,77,67.53,0,0,1,2,0,T20,Batting,Batting
G Caisley (),2019-2019,4,4,0,52.0,38,13.0,60,86.66,0,0,1,3,2,T20,Batting,Batting
SJ Cotter (Samoa),2019-2019,4,4,0,52.0,25,13.0,62,83.87,0,0,0,4,1,T20,Batting,Batting
RP Magar (NEPAL),2014-2015,6,6,0,52.0,25,8.66,89,58.42,0,0,1,0,3,T20,Batting,Batting
A Manousis (),2019-2019,3,3,1,52.0,23,26.0,49,106.12,0,0,0,5,1,T20,Batting,Batting
DM Nakrani (UGA),2019-2019,4,4,1,52.0,19,17.33,48,108.33,0,0,0,2,3,T20,Batting,Batting
Ovais Yousof (NGA),2019-2019,3,3,0,52.0,33,17.33,70,74.28,0,0,0,5,0,T20,Batting,Batting
IS Billcliff (CAN),2010-2010,2,2,0,51.0,37,25.5,39,130.76,0,0,0,3,2,T20,Batting,Batting
TGJ Gruijters (NL),2012-2013,8,5,3,51.0,21*,25.5,47,108.51,0,0,0,3,1,T20,Batting,Batting
V Mbazo (Botsw),2019-2019,4,3,1,51.0,27*,25.5,67,76.11,0,0,0,3,0,T20,Batting,Batting
Raqibul Hasan (BDESH),2008-2010,5,5,0,51.0,18,10.2,62,82.25,0,0,0,3,1,T20,Batting,Batting
AU Rashid (ENG),2009-2019,40,15,8,51.0,9*,7.28,61,83.6,0,0,0,4,0,T20,Batting,Batting
HA Varaiya (KENYA),2007-2013,25,12,11,51.0,18*,51.0,81,62.96,0,0,0,1,0,T20,Batting,Batting
Hamid Hassan (AFG),2010-2016,22,9,6,50.0,22,16.66,46,108.69,0,0,0,3,2,T20,Batting,Batting
Md Nurul Huda (Fin),2019-2019,5,4,2,50.0,30*,25.0,32,156.25,0,0,0,4,2,T20,Batting,Batting
Mohammad Yousuf (PAK),2006-2010,3,3,0,50.0,26,16.66,43,116.27,0,0,0,5,1,T20,Batting,Batting
MJ Richardson (GER),2019-2019,3,3,2,50.0,35*,50.0,38,131.57,0,0,0,7,0,T20,Batting,Batting
Ameel Mauroof (Mald),2019-2019,10,8,4,49.0,15*,12.25,63,77.77,0,0,0,3,0,T20,Batting,Batting
U Bhatti (CAN),2008-2010,7,7,3,49.0,12,12.25,48,102.08,0,0,0,3,1,T20,Batting,Batting
G Chaturvedi (MALTA),2019-2019,2,2,0,49.0,25,24.5,29,168.96,0,0,0,6,1,T20,Batting,Batting
A Dananjaya (SL),2012-2019,22,12,4,49.0,11*,6.12,57,85.96,0,0,2,6,0,T20,Batting,Batting
JN Frylinck (NAM),2019-2019,14,7,4,49.0,19*,16.33,47,104.25,0,0,1,2,1,T20,Batting,Batting
CU Jayasinghe (SL),2009-2010,5,3,2,49.0,38,49.0,49,100.0,0,0,0,3,1,T20,Batting,Batting
Junaid Siddiqui (CAN),2012-2019,13,7,3,49.0,21,12.25,41,119.51,0,0,1,2,2,T20,Batting,Batting
HG Kuhn (SA),2009-2017,7,6,2,49.0,29,12.25,42,116.66,0,0,0,3,2,T20,Batting,Batting
Nanda Kumar (CRC),2019-2019,3,3,0,49.0,39,16.33,58,84.48,0,0,1,3,2,T20,Batting,Batting
SD Outerbridge (BMUDA),2008-2008,3,3,1,49.0,37*,24.5,51,96.07,0,0,0,2,1,T20,Batting,Batting
DA Rankin (IRE),2015-2016,2,2,0,49.0,34,24.5,54,90.74,0,0,0,3,2,T20,Batting,Batting
Saber Zakhil (Belg),2019-2019,3,3,0,49.0,18,16.33,35,140.0,0,0,0,2,3,T20,Batting,Batting
DC Smith (PHI),2019-2019,4,4,1,49.0,22,16.33,53,92.45,0,0,0,5,0,T20,Batting,Batting
K Weeraratne (SL),2008-2009,5,5,2,49.0,20*,16.33,45,108.88,0,0,0,4,1,T20,Batting,Batting
S Jamil (Belg),2019-2019,3,3,0,48.0,24,16.0,49,97.95,0,0,0,5,2,T20,Batting,Batting
Muhammad Nadeem (Saudi),2019-2019,5,3,0,48.0,43,16.0,49,97.95,0,0,0,7,1,T20,Batting,Batting
MIA Patel (MWI),2019-2019,3,2,1,48.0,40*,48.0,44,109.09,0,0,0,6,1,T20,Batting,Batting
Qalandar Khan (QAT),2019-2019,4,3,0,48.0,25,16.0,43,111.62,0,0,0,2,3,T20,Batting,Batting
YSD Seneveratne (Caym),2019-2019,6,6,0,48.0,19,8.0,79,60.75,0,0,1,5,1,T20,Batting,Batting
J Singye (BHU),2019-2019,2,2,0,48.0,40,24.0,64,75.0,0,0,0,2,0,T20,Batting,Batting
C Zhuwao (ZIM),2008-2018,7,7,0,48.0,24,6.85,66,72.72,0,0,4,7,1,T20,Batting,Batting
M Aboagye (Ghana),2019-2019,3,3,1,47.0,24,23.5,53,88.67,0,0,0,3,0,T20,Batting,Batting
VD Adewoye (NGA),2019-2019,7,6,2,47.0,23*,11.75,42,111.9,0,0,2,4,2,T20,Batting,Batting
Delawar Khan (DEN),2019-2019,9,8,1,47.0,17,6.71,40,117.5,0,0,2,0,4,T20,Batting,Batting
D Weston (GER),2019-2019,6,6,0,47.0,18,7.83,54,87.03,0,0,2,5,1,T20,Batting,Batting
SA Ahmad (DEN),2019-2019,5,3,1,46.0,25,23.0,54,85.18,0,0,0,2,0,T20,Batting,Batting
KM Dabengwa (ZIM),2006-2010,8,7,3,46.0,16*,11.5,40,115.0,0,0,0,4,2,T20,Batting,Batting
K Gupta (Chile),2019-2019,4,4,1,46.0,19*,15.33,64,71.87,0,0,1,1,0,T20,Batting,Batting
JW Hastings (AUS),2010-2016,9,6,2,46.0,15,11.5,37,124.32,0,0,0,3,1,T20,Batting,Batting
Z Hoque (THAI),2019-2019,3,3,0,46.0,20,15.33,35,131.42,0,0,0,4,2,T20,Batting,Batting
MM Iqbal (SCOT),2012-2013,6,3,0,46.0,31,15.33,45,102.22,0,0,0,4,1,T20,Batting,Batting
RJ Trott (BMUDA),2008-2019,15,10,4,46.0,19,7.66,84,54.76,0,0,2,3,0,T20,Batting,Batting
JJ van der Wath (SA),2006-2007,8,4,1,46.0,21,15.33,39,117.94,0,0,0,3,1,T20,Batting,Batting
Anasim Khan (BAH),2019-2019,4,3,1,45.0,22,22.5,39,115.38,0,0,0,2,1,T20,Batting,Batting
S Ateak (Ghana),2019-2019,3,3,0,45.0,26,15.0,48,93.75,0,0,0,6,1,T20,Batting,Batting
R Bakum (Ghana),2019-2019,4,4,0,45.0,18,11.25,45,100.0,0,0,1,4,2,T20,Batting,Batting
Haseeb Amjad (HKG),2014-2016,18,10,6,45.0,12*,11.25,45,100.0,0,0,0,3,1,T20,Batting,Batting
MG Hunter (GIBR),2019-2019,4,3,0,45.0,27,15.0,61,73.77,0,0,0,2,1,T20,Batting,Batting
NJ Maddinson (AUS),2013-2018,6,4,0,45.0,34,11.25,35,128.57,0,0,0,6,1,T20,Batting,Batting
Mamoon Latif (Belg),2019-2019,3,3,0,45.0,24,15.0,52,86.53,0,0,0,2,2,T20,Batting,Batting
T Munyonga (ZIM),2019-2019,5,3,2,45.0,44,45.0,34,132.35,0,0,0,3,1,T20,Batting,Batting
Nazril Rahman (MAL),2019-2019,7,4,1,45.0,24*,15.0,45,100.0,0,0,0,4,0,T20,Batting,Batting
VE Tembo (Moz),2019-2019,6,5,2,45.0,20*,15.0,52,86.53,0,0,0,2,0,T20,Batting,Batting
Yasar Haroon (),2019-2019,4,4,0,45.0,29,11.25,62,72.58,0,0,0,4,1,T20,Batting,Batting
Zohaib Sarwar (PORT),2019-2019,4,4,1,45.0,33*,15.0,46,97.82,0,0,2,1,4,T20,Batting,Batting
Abrar Bilal (Aut),2019-2019,3,2,0,44.0,41,22.0,24,183.33,0,0,0,6,2,T20,Batting,Batting
AJ Ayannaike (NGA),2019-2019,3,3,0,44.0,33,14.66,43,102.32,0,0,1,4,2,T20,Batting,Batting
AA Banner (Blz),2019-2019,3,2,0,44.0,28,22.0,29,151.72,0,0,0,4,3,T20,Batting,Batting
JM Davison (CAN),2008-2010,5,5,0,44.0,19,8.8,40,110.0,0,0,2,2,3,T20,Batting,Batting
L Emilio (Moz),2019-2019,5,4,0,44.0,23,11.0,35,125.71,0,0,0,4,1,T20,Batting,Batting
GF Gomes (Moz),2019-2019,7,6,1,44.0,28,8.8,46,95.65,0,0,1,6,1,T20,Batting,Batting
Ismat Ullah (),2019-2019,4,4,0,44.0,42,11.0,47,93.61,0,0,1,4,1,T20,Batting,Batting
Saad Nasim (PAK),2014-2014,3,2,0,44.0,25,22.0,53,83.01,0,0,0,0,1,T20,Batting,Batting
S Badree (WI/World),2012-2018,52,16,10,43.0,14*,7.16,65,66.15,0,0,0,1,1,T20,Batting,Batting
S Badrinath (INDIA),2011-2011,1,1,0,43.0,43,43.0,37,116.21,0,0,0,5,0,T20,Batting,Batting
P Baron (Arg),2019-2019,5,3,0,43.0,27,14.33,38,113.15,0,0,0,0,4,T20,Batting,Batting
NO Miller (WI),2009-2014,9,5,4,43.0,15*,43.0,47,91.48,0,0,0,2,0,T20,Batting,Batting
P Mishra (),2019-2019,3,3,1,43.0,23,21.5,26,165.38,0,0,0,3,4,T20,Batting,Batting
Mustafizur Rahman (BDESH),2015-2019,37,15,5,43.0,15,4.3,55,78.18,0,0,4,3,3,T20,Batting,Batting
Saad Bin Zafar (CAN),2019-2019,11,4,1,43.0,20,14.33,33,130.3,0,0,0,3,2,T20,Batting,Batting
M Sohel Patel (PNM),2019-2019,2,2,0,43.0,40,21.5,39,110.25,0,0,0,2,3,T20,Batting,Batting
Amjad Ali (UAE),2014-2015,5,5,1,42.0,20,10.5,52,80.76,0,0,0,6,0,T20,Batting,Batting
F Baaleri (Ghana),2019-2019,4,4,0,42.0,17,10.5,60,70.0,0,0,0,6,0,T20,Batting,Batting
NG Jones (IRE),2010-2012,5,4,2,42.0,14*,21.0,38,110.52,0,0,1,1,2,T20,Batting,Batting
Mohamed Mahfooz (Mald),2019-2019,11,5,0,42.0,16,8.4,53,79.24,0,0,0,3,0,T20,Batting,Batting
Muaviath Ganee (Mald),2019-2019,5,4,0,42.0,19,10.5,44,95.45,0,0,0,3,1,T20,Batting,Batting
LE Plunkett (ENG),2006-2019,22,11,4,42.0,18,6.0,34,123.52,0,0,3,3,1,T20,Batting,Batting
AT Rayudu (INDIA),2014-2016,6,5,1,42.0,20,10.5,50,84.0,0,0,2,5,0,T20,Batting,Batting
M Sert (TKY),2019-2019,4,4,1,42.0,16,14.0,59,71.18,0,0,0,5,0,T20,Batting,Batting
DC Stovell (BMUDA),2019-2019,6,6,1,42.0,18*,8.4,50,84.0,0,0,1,5,0,T20,Batting,Batting
JK Vifah (Ghana),2019-2019,3,3,0,42.0,23,14.0,45,93.33,0,0,0,2,1,T20,Batting,Batting
KJ Young (Blz),2019-2019,3,3,2,42.0,27*,42.0,34,123.52,0,0,0,3,1,T20,Batting,Batting
Abdul-Shakoor Rahimzei (GER),2019-2019,7,5,1,41.0,17,10.25,33,124.24,0,0,0,2,1,T20,Batting,Batting
Abdur Razzak (BDESH),2006-2014,34,20,10,41.0,9,4.1,74,55.4,0,0,5,1,0,T20,Batting,Batting
Ainool Hafizs (MAL),2019-2019,3,3,0,41.0,21,13.66,39,105.12,0,0,0,3,1,T20,Batting,Batting
A Ashokan (CZK-R),2019-2019,2,2,0,41.0,34,20.5,29,141.37,0,0,0,2,3,T20,Batting,Batting
K Jethi (CAN),2008-2008,5,5,1,41.0,24,10.25,59,69.49,0,0,1,0,2,T20,Batting,Batting
K Joshi (Aut),2019-2019,4,3,1,41.0,32*,20.5,41,100.0,0,0,0,4,2,T20,Batting,Batting
B Mavuta (ZIM),2018-2018,3,3,2,41.0,28,41.0,23,178.26,0,0,0,3,2,T20,Batting,Batting
D Muhumuza (UGA),2019-2019,4,4,0,41.0,28,10.25,36,113.88,0,0,1,3,1,T20,Batting,Batting
Murid Ekrami (Belg),2019-2019,3,2,0,41.0,28,20.5,48,85.41,0,0,0,2,0,T20,Batting,Batting
K Pala (PNG),2015-2015,2,2,1,41.0,22*,41.0,30,136.66,0,0,0,4,2,T20,Batting,Batting
Amir Hamza (AFG),2013-2017,31,9,5,40.0,21,10.0,38,105.26,0,0,1,3,1,T20,Batting,Batting
TS Chisoro (ZIM),2015-2018,12,6,2,40.0,14*,10.0,42,95.23,0,0,0,2,2,T20,Batting,Batting
BCJ Cutting (AUS/World),2013-2017,7,5,1,40.0,29,10.0,27,148.14,0,0,1,2,3,T20,Batting,Batting
Fitri Sham (MAL),2019-2019,15,10,4,40.0,15*,6.66,56,71.42,0,0,0,2,0,T20,Batting,Batting
Imran Bulbulia (PNM),2019-2019,3,3,0,40.0,32,13.33,42,95.23,0,0,1,4,1,T20,Batting,Batting
LA Musiani (Arg),2019-2019,5,5,1,40.0,22,10.0,60,66.66,0,0,1,4,0,T20,Batting,Batting
E Packard (GIBR),2019-2019,4,4,0,40.0,26,10.0,49,81.63,0,0,0,2,1,T20,Batting,Batting
S Ravikumar (CRC),2019-2019,3,3,1,40.0,29*,20.0,44,90.9,0,0,1,3,1,T20,Batting,Batting
Sahibzada Farhan (PAK),2018-2018,3,3,0,40.0,39,13.33,46,86.95,0,0,1,2,3,T20,Batting,Batting
F Stoman (PORT),2019-2019,4,4,1,40.0,21*,13.33,61,65.57,0,0,0,1,1,T20,Batting,Batting
Talha Khan (GER),2019-2019,1,1,1,40.0,40*,0.0,41,97.56,0,0,0,4,0,T20,Batting,Batting
Tariq Aziz (PORT),2019-2019,4,4,1,40.0,23,13.33,47,85.1,0,0,1,1,2,T20,Batting,Batting
KDK Vithanage (SL),2014-2016,3,3,0,40.0,38,13.33,34,117.64,0,0,0,7,0,T20,Batting,Batting
RR David (CAN),2008-2008,4,4,0,39.0,17,9.75,65,60.0,0,0,0,2,1,T20,Batting,Batting
Imran Khan (PORT),2019-2019,4,3,1,39.0,36,19.5,32,121.87,0,0,0,2,3,T20,Batting,Batting
Munir Dar (HKG),2014-2014,2,2,0,39.0,36,19.5,33,118.18,0,0,0,3,1,T20,Batting,Batting
Rafatullah Mohmand (PAK),2015-2015,3,3,0,39.0,23,13.0,45,86.66,0,0,1,4,0,T20,Batting,Batting
